,title,abstract,doi,label,label-snorkel-1,label-snorkel-2,label-snorkel-3,probability-snorkel-1,probability-snorkel-2,probability-snorkel-3,model-index-snorkel-1,model-index-snorkel-2,model-index-snorkel-3
11,Macroevolutionary assembly of ant/plant symbioses: Pseudomyrmex ants and their ant-housing plants in the Neotropics,"Symbioses include some of the clearest cases of coevolution, but their origin, loss or reassembly with different partners can rarely be inferred. Here we use ant/plant symbioses involving three plant clades to investigate the evolution of symbioses. We generated phylogenies for the big-eyed arboreal ants (Pseudomyrmecinae), including 72% of their 286 species, as well as for five of their plant host groups, in each case sampling more than 61% of the species. We show that the ant-housing Vachellia (Mimosoideae) clade and its ants co-diversified for the past 5 Ma, with some species additionally colonized by younger plant-nesting ant species, some parasitic. An apparent co-radiation of ants and Tachigali (Caesalpinioideae) was followed by waves of colonization by the same ant clade, and subsequent occupation by a younger ant group. Wide crown and stem age differences between the ant-housing genus Triplaris (Polygonaceae) and its obligate ant inhabitants, and stochastic trait mapping, indicate that its domatium evolved earlier than the ants now occupying it, suggesting previous symbioses that dissolved. Parasitic ant species evolved from generalists, not from mutualists, and are younger than the mutualistic systems they parasitize. Our study illuminates the macroevolutionary assembly of ant/plant symbioses, which has been highly dynamic, even in very specialized systems.",10.1098/rspb.2015.2200,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
12,Precise Temperature Compensation of Phase in a Rhythmic Motor Pattern,Computational modeling and experimentation in a model system for network dynamics reveal how network phase relationships are temperature-compensated in terms of their underlying synaptic and intrinsic membrane currents.,10.1371/journal.pbio.1000469,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
13,Tree shrew lavatories: a novel nitrogen sequestration strategy in a tropical pitcher plant,"Nepenthes pitcher plants are typically carnivorous, producing pitchers with varying combinations of epicuticular wax crystals, viscoelastic fluids and slippery peristomes to trap arthropod prey, especially ants. However, ant densities are low in tropical montane habitats, thereby limiting the potential benefits of the carnivorous syndrome. Nepenthes lowii, a montane species from Borneo, produces two types of pitchers that differ greatly in form and function. Pitchers produced by immature plants conform to the ‘typical’ Nepenthes pattern, catching arthropod prey. However, pitchers produced by mature N. lowii plants lack the features associated with carnivory and are instead visited by tree shrews, which defaecate into them after feeding on exudates that accumulate on the pitcher lid. We tested the hypothesis that tree shrew faeces represent a significant nitrogen (N) source for N. lowii, finding that it accounts for between 57 and 100 per cent of foliar N in mature N. lowii plants. Thus, N. lowii employs a diversified N sequestration strategy, gaining access to a N source that is not available to sympatric congeners. The interaction between N. lowii and tree shrews appears to be a mutualism based on the exchange of food sources that are scarce in their montane habitat.",10.1098/rsbl.2009.0311,"['Process resources', 'Maintain ecological community']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
14,Desaturation of exhaled air in camels,"We have found that camels can reduce the water loss due to evaporation from the respiratory tract in two ways: (1) by decreasing the temperature of the exhaled air and (2) by removal of water vapour from this air, resulting in the exhalation of air at less than 100% relative humidity (r. h.). Camels were kept under desert conditions and deprived of drinking water. In the daytime the exhaled air was at or near body core temperature, while in the cooler night exhaled air was at or near ambient air temperature. In the daytime the exhaled air was fully saturated, but at night its humidity might fall to approximately 75% r. h. The combination of cooling and desaturation can provide a saving of water of 60% relative to exhalation of saturated air at body temperature. The mechanism responsible for cooling of the exhaled air is a simple heat exchange between the respiratory air and the surfaces of the nasal passageways. On inhalation these surfaces are cooled by the air passing over them, and on exhalation heat from the exhaled air is given off to these cooler surfaces. The mechanism responsible for desaturation of the air appears to depend on the hygroscopic properties of the nasal surfaces when the camel is dehydrated. The surfaces give off water vapour during inhalation and take up water from the respiratory air during exhalation. We have used a simple mechanical model to demonstrate the effectiveness of this mechanism.",10.1098/rspb.1981.0009,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
15,Spiderweb deformation induced by electrostatically charged insects,"Capture success of spider webs has been associated with their microstructure, ornamentation, and wind-induced vibrations. Indirect evidence suggests that statically charged objects can attract silk thread, but web deformations induced by charged insects have not yet been described. Here, we show under laboratory conditions that electrostatically charged honeybees, green bottle flies, fruit flies, aphids, and also water drops falling near webs of cross-spiders (Araneus diadematus) induce rapid thread deformation that enhances the likelihood of physical contact, and thus of prey capture.",10.1038/srep02108,['Maintain structural integrity'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
16,Penguin heat-retention structures evolved in a greenhouse Earth,"Penguins (Sphenisciformes) inhabit some of the most extreme environments on Earth. The 60+ Myr fossil record of penguins spans an interval that witnessed dramatic shifts in Cenozoic ocean temperatures and currents, indicating a long interplay between penguin evolution and environmental change. Perhaps the most celebrated example is the successful Late Cenozoic invasion of glacial environments by crown clade penguins. A major adaptation that allows penguins to forage in cold water is the humeral arterial plexus, a vascular counter-current heat exchanger (CCHE) that limits heat loss through the flipper. Fossil evidence reveals that the humeral plexus arose at least 49 Ma during a ‘Greenhouse Earth’ interval. The evolution of the CCHE is therefore unrelated to global cooling or development of polar ice sheets, but probably represents an adaptation to foraging in subsurface waters at temperate latitudes. As global climate cooled, the CCHE was key to invasion of thermally more demanding environments associated with Antarctic ice sheets.",10.1098/rsbl.2010.0993,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
17,Induced production of antifungal naphthoquinones in the pitchers of the carnivorous plant Nepenthes khasiana,"Nepenthes spp. are carnivorous plants that have developed insect capturing traps, evolved by specific modification of the leaf tips, and are able to utilize insect degradation products as nutritional precursors. A chitin-induced antifungal ability, based on the production and secretion to the trap liquid of droserone and 5-O-methyldroserone, is described here. Such specific secretion uniquely occurred when chitin injection was used as the eliciting agent and probably reflects a certain kind of defence mechanism that has been evolved for protecting the carnivory-based provision of nutritional precursors. The pitcher liquid containing droserone and 5-O-methyldroserone at 3:1 or 4:1 molar ratio, as well as the purified naphthoquinones, exerted an antifungal effect on a wide range of plant and human fungal pathogens. When tested against Candida and Aspergillus spp., the concentrations required for achieving inhibitory and fungicidal effects were significantly lower than those causing cytotoxicity in cells of the human embryonic kidney cell line, 293T. These naturally secreted 1,4-naphthoquinone derivatives, that are assumed to act via semiquinone enhancement of free radical production, may offer a new lead to develop alternative antifungal drugs with reduced selectable pressure for potentially evolved resistance.",10.1093/jxb/erp359,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
18,Catapulting Tentacles in a Sticky Carnivorous Plant,"Among trapping mechanisms in carnivorous plants, those termed ‘active’ have especially fascinated scientists since Charles Darwin’s early works because trap movements are involved. Fast snap-trapping and suction of prey are two of the most spectacular examples for how these plants actively catch animals, mainly arthropods, for a substantial nutrient supply. We show that Drosera glanduligera, a sundew from southern Australia, features a sophisticated catapult mechanism: Prey animals walking near the edge of the sundew trigger a touch-sensitive snap-tentacle, which swiftly catapults them onto adjacent sticky glue-tentacles; the insects are then slowly drawn within the concave trap leaf by sticky tentacles. This is the first detailed documentation and analysis of such catapult-flypaper traps in action and highlights a unique and surprisingly complex mechanical adaptation to carnivory.",10.1371/journal.pone.0045735,['Process resources'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
19,Charging the batteries to heal wounds through PI3K,"Endogenous electric fields in wounds have been documented for centuries, but they have received little attention from the scientific community. A new study shows that manipulation of these electric fields affects wound healing in vivo and identifies the phosphoinositide 3-kinase signaling pathway as a key component of cell migration in response to electric cues.",10.1038/nchembio0906-453,"['Sense send or process information', 'Chemically modify or Change energy state', 'Protect from harm']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
20,Ultra-fast underwater suction traps,"Carnivorous aquatic Utricularia species catch small prey animals using millimetre-sized underwater suction traps, which have fascinated scientists since Darwin's early work on carnivorous plants. Suction takes place after mechanical triggering and is owing to a release of stored elastic energy in the trap body accompanied by a very fast opening and closing of a trapdoor, which otherwise closes the trap entrance watertight. The exceptional trapping speed—far above human visual perception—impeded profound investigations until now. Using high-speed video imaging and special microscopy techniques, we obtained fully time-resolved recordings of the door movement. We found that this unique trapping mechanism conducts suction in less than a millisecond and therefore ranks among the fastest plant movements known. Fluid acceleration reaches very high values, leaving little chance for prey animals to escape. We discovered that the door deformation is morphologically predetermined, and actually performs a buckling/unbuckling process, including a complete trapdoor curvature inversion. This process, which we predict using dynamical simulations and simple theoretical models, is highly reproducible: the traps are autonomously repetitive as they fire spontaneously after 5–20 h and reset actively to their ready-to-catch condition.",10.1098/rspb.2010.2292,"['Process resources', 'Chemically modify or Change energy state']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
21,The attachment strategy of English ivy: a complex mechanism acting on several hierarchical levels,"English ivy (Hedera helix L.) is able to grow on vertical substrates such as trees, rocks and house plaster, thereby attaching so firmly to the surface that when removed by force typically whole pieces of the climbing substrate are torn off. The structural details of the attachment process are not yet entirely understood. We studied the attachment process of English ivy in detail and suggest a four-phase process to describe the attachment strategy: (i) initial physical contact, (ii) form closure of the root with the substrate, (iii) chemical adhesion, and (iv) shape changes of the root hairs and form-closure with the substrate. These four phases and their variations play an important role in the attachment to differently structured surfaces. We demonstrate that, in English ivy, different mechanisms work together to allow the plant's attachment to various climbing substrates and reveal the importance of micro-fibril orientation in the root hairs for the attachment based on structural changes at the subcellular level.",10.1098/rsif.2010.0140,['Attach'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
22,Energy transfer and trapping in photosystem I.,"The primary processes in all photosynthetic systems involve the absorption of energy from (sun) light by chromophores in a light harvesting antenna, and the subsequent transfer of this energy to a reaction centre (RC) site where the energy is `trapped' by means of a stable charge separation. Photosystem (PS) I is one of two such photosystems in oxygenic photosynthesis. When co-operating with PS II it uses the energy of light to transfer electrons from plastocyanin or soluble cytochrome c6 to ferredoxin and eventually to NADP. In an alternative pathway, the electrons from ferredoxin are transferred back to plastocyanin via the cytochrome b6f complex. This cyclic electron transport, which does not require the input of free energy by PS II, results in a transmembrane electrochemical gradient that can be used to produce ATP. In plants and green algae the PS I complex consists of two separable functional units: the PS I core, and the light harvesting complex (LHC) I peripheral antenna. The PS I complex in cyanobacteria does not possess the peripheral LHCI antenna, but since the PS I core complexes of cyanobacteria bear a large resemblance to the core complex of plants, a direct comparison of the energy transfer and trapping properties of these complexes is justi¢ed [1,2].",10.1016/S0005-2728(01)00203-1,"['Process resources', 'Chemically modify or Change energy state']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
23,Adaptive evolution of threonine deaminase in plant defense against insect herbivores,"Gene duplication is a major source of plant chemical diversity that mediates plant–herbivore interactions. There is little direct evidence, however, that novel chemical traits arising from gene duplication reduce herbivory. Higher plants use threonine deaminase (TD) to catalyze the dehydration of threonine (Thr) to α-ketobutyrate and ammonia as the committed step in the biosynthesis of isoleucine (Ile). Cultivated tomato and related Solanum species contain a duplicated TD paralog (TD2) that is coexpressed with a suite of genes involved in herbivore resistance. Analysis of TD2-deficient tomato lines showed that TD2 has a defensive function related to Thr catabolism in the gut of lepidopteran herbivores. During herbivory, the regulatory domain of TD2 is removed by proteolysis to generate a truncated protein (pTD2) that efficiently degrades Thr without being inhibited by Ile. We show that this proteolytic activation step occurs in the gut of lepidopteran but not coleopteran herbivores, and is catalyzed by a chymotrypsin-like protease of insect origin. Analysis of purified recombinant enzymes showed that TD2 is remarkably more resistant to proteolysis and high temperature than the ancestral TD1 isoform. The crystal structure of pTD2 provided evidence that electrostatic interactions constitute a stabilizing feature associated with adaptation of TD2 to the extreme environment of the lepidopteran gut. These findings demonstrate a role for gene duplication in the evolution of a plant defense that targets and co-opts herbivore digestive physiology.",10.1073/pnas.1016157108,"['Protect from harm', 'Chemically modify or Change energy state']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
24,Adhesive recruitment by the viscous capture threads of araneoid orb-weaving spiders,"SUMMARY The sticky prey capture threads of orb-webs are critical to web performance. By retaining insects that strike the web, these spirally arrayed threads allow a spider time to locate and subdue prey. The viscous capture threads spun by modern orb-weaving spiders of the Araneoidea clade replaced the dry, fuzzy cribellar capture threads of the Deinopoidea and feature regularly spaced moist, adhesive droplets. The stickiness of a cribellar thread is limited by its tendency to peel from a surface after the adhesion generated at the edges of contact is exceeded. In this study we test the hypothesis that viscous thread overcomes this limitation by implementing a suspension bridge mechanism (SBM) that recruits the adhesion of multiple thread droplets. We do so by using contact plates of four widths to measure the stickiness of six species' viscous threads whose profiles range from small, closely spaced droplets to large, widely spaced droplets. The increased stickiness registered by an increased number of thread droplets supports the operation of a SBM. However, the accompanying decrease in mean per droplet adhesion shows that droplets interior to the edges of thread contact contribute successively less adhesion. Models developed from these data suggest that the suspension bridge mechanism is limited to a span of approximately 12 droplets.",10.1242/jeb.02682,"['Attach', 'Maintain structural integrity']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
25,Nanoscale chemical tomography of buried organic–inorganic interfaces in the chiton tooth,"Biological organisms possess an unparalleled ability to control the structure and properties of mineralized tissues. They are able, for example, to guide the formation of smoothly curving single crystals or tough, lightweight, self-repairing skeletal elements. In many biominerals, an organic matrix interacts with the mineral as it forms, controls its morphology and polymorph, and is occluded during mineralization. The remarkable functional properties of the resulting composites—such as outstanding fracture toughness and wear resistance—can be attributed to buried organic–inorganic interfaces at multiple hierarchical levels. Analysing and controlling such interfaces at the nanometre length scale is critical also in emerging organic electronic and photovoltaic hybrid materials. However, elucidating the structural and chemical complexity of buried organic–inorganic interfaces presents a challenge to state-of-the-art imaging techniques. Here we show that pulsed-laser atom-probe tomography reveals three-dimensional chemical maps of organic fibres with a diameter of 5–10 nm in the surrounding nano-crystalline magnetite (Fe3O4) mineral in the tooth of a marine mollusc, the chiton Chaetopleura apiculata. Remarkably, most fibres co-localize with either sodium or magnesium. Furthermore, clustering of these cations in the fibre indicates a structural level of hierarchy previously undetected. Our results demonstrate that in the chiton tooth, individual organic fibres have different chemical compositions, and therefore probably different functional roles in controlling fibre formation and matrix–mineral interactions. Atom-probe tomography is able to detect this chemical/structural heterogeneity by virtue of its high three-dimensional spatial resolution and sensitivity across the periodic table. We anticipate that the quantitative analysis and visualization of nanometre-scale interfaces by laser-pulsed atom-probe tomography will contribute greatly to our understanding not only of biominerals (such as bone, dentine and enamel), but also of synthetic organic–inorganic composites.",10.1038/nature09686,['Maintain structural integrity'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
