,title,abstract,doi,label,label-snorkel-1,label-snorkel-2,label-snorkel-3,probability-snorkel-1,probability-snorkel-2,probability-snorkel-3,model-index-snorkel-1,model-index-snorkel-2,model-index-snorkel-3
10,Spontaneous unraveling of hagfish slime thread skeins is mediated by a seawater-soluble protein adhesive,"Hagfishes are known for their ability to rapidly produce vast quantities of slime when provoked. The slime is formed via the interaction between seawater and two components released by the slime glands: mucin vesicles from gland mucous cells, which swell and rupture in seawater to form a network of mucus strands, and intermediate filament-rich threads, which are produced within gland thread cells as tightly coiled bundles called skeins. A previous study showed that the unraveling of skeins from Atlantic hagfish (Myxine glutinosa) requires both the presence of mucins and hydrodynamic mixing. In contrast, skeins from Pacific hagfish (Eptatretus stoutii) unravel in the absence of both mucins and mixing. We tested the hypothesis that spontaneous unraveling of E. stoutii skeins is triggered by the dissolution of a seawater-soluble protein adhesive and the release of stored strain energy within the coiled thread. Here we show that, as predicted by this hypothesis, unraveling can be initiated by a protease under conditions in which unraveling does not normally occur. We also demonstrate, using high resolution scanning electron microscopy, that the treatment of skeins with solutions that cause unraveling also leads to the disappearance of surface and inter-thread features that remain when skeins are washed with stabilizing solutions. Our study provides a mechanism for the deployment of thread skeins in Pacific hagfish slime, and raises the possibility of producing novel biomimetic protein adhesives that are salt, temperature and kosmotrope sensitive.",10.1242/jeb.096909,"['Change size or color', 'Physically assemble/disassemble', 'Protect from harm']",actively_move_gases,actively_move_liquids,actively_move_liquids,0.3065294026721871,0.2662578403122664,0.26577665901522257,0,0,0
11,Comparative jet wake structure and swimming performance of salps,"SUMMARY Salps are barrel-shaped marine invertebrates that swim by jet propulsion. Morphological variations among species and life-cycle stages are accompanied by differences in swimming mode. The goal of this investigation was to compare propulsive jet wakes and swimming performance variables among morphologically distinct salp species (Pegea confoederata, Weelia (Salpa) cylindrica, Cyclosalpa sp.) and relate swimming patterns to ecological function. Using a combination of in situ dye visualization and particle image velocimetry (PIV) measurements, we describe properties of the jet wake and swimming performance variables including thrust, drag and propulsive efficiency. Locomotion by all species investigated was achieved via vortex ring propulsion. The slow-swimming P. confoederata produced the highest weight-specific thrust (T=53 N kg–1) and swam with the highest whole-cycle propulsive efficiency (ηwc=55%). The fast-swimming W. cylindrica had the most streamlined body shape but produced an intermediate weight-specific thrust (T=30 N kg–1) and swam with an intermediate whole-cycle propulsive efficiency (ηwc=52%). Weak swimming performance variables in the slow-swimming C. affinis, including the lowest weight-specific thrust (T=25 N kg–1) and lowest whole-cycle propulsive efficiency (ηwc=47%), may be compensated by low energetic requirements. Swimming performance variables are considered in the context of ecological roles and evolutionary relationships.",10.1242/jeb.041962,['Move'],protect_from_radiation,attach_temporarily,actively_move_liquids,0.6950101137498073,0.31243405018155596,0.26577665901522257,0,0,0
12,Underwater locomotion in a terrestrial beetle: combination of surface de-wetting and capillary forces,"For the first time, we report the remarkable ability of the terrestrial leaf beetle Gastrophysa viridula to walk on solid substrates under water. These beetles have adhesive setae on their feet that produce a secretory fluid having a crucial role in adhesion on land. In air, adhesion is produced by capillary forces between the fluid-covered setae and the substrate. In general, capillary forces do not contribute to adhesion under water. However, our observations showed that these beetles may use air bubbles trapped between their adhesive setae to walk on flooded, inclined substrata or even under water. Beetle adhesion to hydrophilic surfaces under water was lower than that in air, whereas adhesion to hydrophobic surfaces under water was comparable to that in air. Oil-covered hairy pads had a pinning effect, retaining the air bubbles on their feet. Bubbles in contact with the hydrophobic substrate de-wetted the substrate and produced capillary adhesion. Additional capillary forces are generated by the pad's liquid bridges between the foot and the substrate. Inspired by this idea, we designed an artificial silicone polymer structure with underwater adhesive properties.",10.1098/rspb.2012.1297,"['Attach', 'Move']",protect_from_radiation,actively_move_solids,actively_move_gases,0.6950101137498073,0.16066956614117323,0.1458308925373178,0,0,0
13,Dynamics of leg muscle function in tammar wallabies (M. eugenii) during level versus incline hopping,"SUMMARY The goal of our study was to examine whether the in vivo force-length behavior, work and elastic energy savings of distal muscle-tendon units in the legs of tammar wallabies (Macropus eugenii) change during level versus incline hopping. To address this question, we obtained measurements of muscle activation (via electromyography), fascicle strain (via sonomicrometry) and muscle-tendon force (via tendon buckles) from the lateral gastrocnemius (LG) and plantaris (PL) muscles of tammar wallabies trained to hop on a level and an inclined (10°, 17.4% grade) treadmill at two speeds (3.3 m s-1 and 4.2 m s-1). Similar patterns of muscle activation, force and fascicle strain were observed under both level and incline conditions. This also corresponded to similar patterns of limb timing and movement (duty factor, limb contact time and hopping frequency). During both level and incline hopping, the LG and PL exhibited patterns of fascicle stretch and shortening that yielded low levels of net fascicle strain [LG: level, -1.0±4.6% (mean ± s.e.m.) vs incline, 0.6±4.5%; PL: level, 0.1±1.0% vs incline, 0.4±1.6%] and muscle work (LG: level, -8.4±8.4 J kg-1 muscle vs incline, -6.8±7.5 J kg-1 muscle; PL: level, -2.0±0.6 J kg-1 muscle vs incline, -1.4±0.7 J kg-1 muscle). Consequently, neither muscle significantly altered its contractile dynamics to do more work during incline hopping. Whereas electromyographic (EMG) phase, duration and intensity did not differ for the LG, the PL exhibited shorter but more intense periods of activation, together with reduced EMG phase (P<0.01), during incline versus level hopping. Our results indicate that design for spring-like tendon energy savings and economical muscle force generation is key for these two distal muscle-tendon units of the tammar wallaby, and the need to accommodate changes in work associated with level versus incline locomotion is achieved by more proximal muscles of the limb.",10.1242/jeb.00764,"['Move', 'Process resources']",protect_from_radiation,actively_move_solids,actively_move_gases,0.6950101137498073,0.16066956614117323,0.1458308925373178,0,0,0
14,Three-dimensional flow and lift characteristics of a hovering ruby-throated hummingbird,"A three-dimensional computational fluid dynamics simulation is performed for a ruby-throated hummingbird (Archilochus colubris) in hovering flight. Realistic wing kinematics are adopted in the numerical model by reconstructing the wing motion from high-speed imaging data of the bird. Lift history and the three-dimensional flow pattern around the wing in full stroke cycles are captured in the simulation. Significant asymmetry is observed for lift production within a stroke cycle. In particular, the downstroke generates about 2.5 times as much vertical force as the upstroke, a result that confirms the estimate based on the measurement of the circulation in a previous experimental study. Associated with lift production is the similar power imbalance between the two half strokes. Further analysis shows that in addition to the angle of attack, wing velocity and surface area, drag-based force and wing–wake interaction also contribute significantly to the lift asymmetry. Though the wing–wake interaction could be beneficial for lift enhancement, the isolated stroke simulation shows that this benefit is buried by other opposing effects, e.g. presence of downwash. The leading-edge vortex is stable during the downstroke but may shed during the upstroke. Finally, the full-body simulation result shows that the effects of wing–wing interaction and wing–body interaction are small.",10.1098/rsif.2014.0541,['Move'],actively_move_liquids,no_match,attach_temporarily,0.6631464867746173,0.20371198447335817,0.20371198447335817,0,0,0
15,Entrapment of bed bugs by leaf trichomes inspires microfabrication of biomimetic surfaces,"Resurgence in bed bug infestations and widespread pesticide resistance have greatly renewed interest in the development of more sustainable, environmentally friendly methods to manage bed bugs. Historically, in Eastern Europe, bed bugs were entrapped by leaves from bean plants, which were then destroyed; this purely physical entrapment was related to microscopic hooked hairs (trichomes) on the leaf surfaces. Using scanning electron microscopy and videography, we documented the capture mechanism: the physical impaling of bed bug feet (tarsi) by these trichomes. This is distinct from a Velcro-like mechanism of non-piercing entanglement, which only momentarily holds the bug without sustained capture. Struggling, trapped bed bugs are impaled by trichomes on several legs and are unable to free themselves. Only specific, mechanically vulnerable locations on the bug tarsi are pierced by the trichomes, which are located at effective heights and orientations for bed bug entrapment despite a lack of any evolutionary association. Using bean leaves as templates, we microfabricated surfaces indistinguishable in geometry from the real leaves, including the trichomes, using polymers with material properties similar to plant cell walls. These synthetic surfaces snag the bed bugs temporarily but do not hinder their locomotion as effectively as real leaves.",10.1098/rsif.2013.0174,"['Process resources', 'Protect from harm']",protect_from_radiation,actively_move_solids,actively_move_gases,0.6950101137498073,0.16066956614117323,0.1458308925373178,0,0,0
16,Cross-linking by protein oxidation in the rapidly setting gel-based glues of slugs,"SUMMARY The terrestrial slug Arion subfuscus secretes a glue that is a dilute gel with remarkable adhesive and cohesive strength. The function of this glue depends on metals, raising the possibility that metal-catalyzed oxidation plays a role. The extent and time course of protein oxidation was measured by immunoblotting to detect the resulting carbonyl groups. Several proteins, particularly one with a relative molecular mass (Mr) of 165×103, were heavily oxidized. Of the proteins known to distinguish the glue from non-adhesive mucus, only specific size variants were oxidized. The oxidation appears to occur within the first few seconds of secretion. Although carbonyls were detected by 2,4-dinitrophenylhydrazine (DNPH) in denatured proteins, they were not easily detected in the native state. The presence of reversible cross-links derived from carbonyls was tested for by treatment with sodium borohydride, which would reduce uncross-linked carbonyls to alcohols, but stabilize imine bonds formed by carbonyls and thus lead to less soluble complexes. Consistent with imine bond formation, sodium borohydride led to a 20–35% decrease in the amount of soluble protein with a Mr of 40–165 (×103) without changing the carbonyl content per protein. In contrast, the nucleophile hydroxylamine, which would competitively disrupt imine bonds, increased protein solubility in the glue. Finally, the primary amine groups on a protein with a Mr of 15×103 were not accessible to acid anhydrides. The results suggest that cross-links between aldehydes and primary amines contribute to the cohesive strength of the glue.",10.1242/jeb.051581,['Attach'],protect_from_temperature,attach_permanently,attach_temporarily,0.9998235211629595,0.0005583665375775179,1.0424747080957276e-07,0,0,0
17,Thermoregulation during Flight: Body Temperature and Sensible Heat Transfer in Free-Ranging Brazilian Free-Tailed Bats (Tadarida brasiliensis),"Bat wings are important for thermoregulation, but their role in heat balance during flight is largely unknown. More than 80% of the energy consumed during flight generates heat as a by-product, and thus it is expected that bat wings should dissipate large amounts of heat to prevent hyperthermia. We measured rectal (Tr) and surface (Ts) temperatures of Brazilian free-tailed bats (Tadarida brasiliensis) as they emerged from and returned to their daytime roosts and calculated sensible heat transfer for different body regions (head, body, wings, and tail membrane). Bats’ Tr decreased from 36.8°C during emergence flights to 34.4°C during returns, and Ts scaled positively with ambient temperature (Ta). Total radiative heat loss from bats was significantly greater for a radiative sink to the night sky than for a sink with temperature equal to Ta. We found that free-ranging Brazilian free-tailed bats, on average, do not dissipate heat from their wings by convection but instead dissipate radiative heat (L) to the cloudless night sky during flight ( W). However, within the range of Ta measured in this study, T. brasiliensis experienced net heat loss between evening emergence and return flights. Regional hypothermia reduces heat loss from wings that are exposed to potentially high convective fluxes. Additional research is needed to establish the role of wings in evaporative cooling during flight in bats.",10.1086/657253,['Protect from harm'],actively_move_solids,protect_from_temperature,no_match,0.9865851723288571,0.015317491207777315,0.0037895429506330717,1,1,1
18,On the Mound of Macrotermes michaelseni as an Organ of Respiratory Gas Exchange,"Patterns and rates of air movements in the mounds and nests of Macrotermes michaelseni were studied using tracer methods. Wind is a significant source of energy for powering nest ventilation, despite the mound being a completely enclosed structure. Nests are ventilated by a tidal movement of air driven by temporal variation in wind speed and wind direction. Density gradients sufficiently steep to drive bulk flow by natural convection will be rare. However, metabolism‐induced buoyant forces may interact with wind energy in a way that promotes homeostasis of the mound atmosphere.",10.1086/323990,['Process resources'],actively_move_solids,protect_from_temperature,no_match,0.7934393015171887,0.09445764370706496,0.04698256298873829,1,1,1
19,Hydrogen and bioenergetics in the Yellowstone geothermal ecosystem.,"The geochemical energy budgets for high-temperature microbial ecosystems such as occur at Yellowstone National Park have been unclear. To address the relative contributions of different geochemistries to the energy demands of these ecosystems, we draw together three lines of inference. We studied the phylogenetic compositions of high-temperature (>70 degrees C) communities in Yellowstone hot springs with distinct chemistries, conducted parallel chemical analyses, and carried out thermodynamic modeling. Results of extensive molecular analyses, taken with previous results, show that most microbial biomass in these systems, as reflected by rRNA gene abundance, is comprised of organisms of the kinds that derive energy for primary productivity from the oxidation of molecular hydrogen, H2. The apparent dominance by H2-metabolizing organisms indicates that H2 is the main source of energy for primary production in the Yellowstone high-temperature ecosystem. Hydrogen concentrations in the hot springs were measured and found to range up to >300 nM, consistent with this hypothesis. Thermodynamic modeling with environmental concentrations of potential energy sources also is consistent with the proposed microaerophilic, hydrogen-based energy economy for this geothermal ecosystem, even in the presence of high concentrations of sulfide.",10.1073/pnas.0409574102,"['Maintain ecological community', 'Chemically modify or Change energy state']",actively_move_solids,attach_temporarily,actively_move_liquids,0.5500385682691387,0.22587969524958648,0.22587969524958648,1,1,1
20,Geographical Variation in Bill Size across Bird Species Provides Evidence for Allen’s Rule,"Allen’s rule proposes that the appendages of endotherms are smaller, relative to body size, in colder climates, in order to reduce heat loss. Empirical support for Allen’s rule is mainly derived from occasional reports of geographical clines in extremity size of individual species. Interspecific evidence is restricted to two studies of leg proportions in seabirds and shorebirds. We used phylogenetic comparative analyses of 214 bird species to examine whether bird bills, significant sites of heat exchange, conform to Allen’s rule. The species comprised eight diverse taxonomic groups—toucans, African barbets, Australian parrots, estrildid finches, Canadian galliforms, penguins, gulls, and terns. Across all species, there were strongly significant relationships between bill length and both latitude and environmental temperature, with species in colder climates having significantly shorter bills. Patterns supporting Allen’s rule in relation to latitudinal or altitudinal distribution held within all groups except the finches. Evidence for a direct association with temperature was found within four groups (parrots, galliforms, penguins, and gulls). Support for Allen’s rule in leg elements was weaker, suggesting that bird bills may be more susceptible to thermoregulatory constraints generally. Our results provide the strongest comparative support yet published for Allen’s rule and demonstrate that thermoregulation has been an important factor in shaping the evolution of bird bills.",10.1086/653666,"['Physically assemble/disassemble', 'Protect from harm']",actively_move_solids,protect_from_temperature,no_match,0.7934393015171887,0.09445764370706496,0.04698256298873829,1,1,1
21,Impact behaviour of freeze-dried and fresh pomelo (Citrus maxima) peel: influence of the hydration state,"Pomelos (Citrus maxima) are known for their thick peel which—inter alia—serves as energy dissipator when fruits impact on the ground after being shed. It protects the fruit from splitting open and thus enables the contained seeds to stay germinable and to potentially be dispersed by animal vectors. The main part of the peel consists of a parenchymatous tissue that can be interpreted from a materials point of view as open pored foam whose struts are pressurized and filled with liquid. In order to investigate the influence of the water content on the energy dissipation capacity, drop weight tests were conducted with fresh and with freeze-dried peel samples. Based on the coefficient of restitution it was found that freeze-drying markedly reduces the relative energy dissipation capacity of the peel. Measuring the transmitted force during impact furthermore indicated a transition from a uniform collapse of the foam-like tissue to a progressive collapse due to water extraction. Representing the peel by a Maxwell model illustrates that freeze-drying not only drastically reduces the damping function of the dashpots but also stiffens the springs of the model.",10.1098/rsos.140322,['Maintain structural integrity'],protect_from_fire,protect_from_radiation,protect_from_ice,0.9178653793715609,0.09968061060838307,0.035223382953338586,2,2,2
22,Macroevolutionary assembly of ant/plant symbioses: Pseudomyrmex ants and their ant-housing plants in the Neotropics,"Symbioses include some of the clearest cases of coevolution, but their origin, loss or reassembly with different partners can rarely be inferred. Here we use ant/plant symbioses involving three plant clades to investigate the evolution of symbioses. We generated phylogenies for the big-eyed arboreal ants (Pseudomyrmecinae), including 72% of their 286 species, as well as for five of their plant host groups, in each case sampling more than 61% of the species. We show that the ant-housing Vachellia (Mimosoideae) clade and its ants co-diversified for the past 5 Ma, with some species additionally colonized by younger plant-nesting ant species, some parasitic. An apparent co-radiation of ants and Tachigali (Caesalpinioideae) was followed by waves of colonization by the same ant clade, and subsequent occupation by a younger ant group. Wide crown and stem age differences between the ant-housing genus Triplaris (Polygonaceae) and its obligate ant inhabitants, and stochastic trait mapping, indicate that its domatium evolved earlier than the ants now occupying it, suggesting previous symbioses that dissolved. Parasitic ant species evolved from generalists, not from mutualists, and are younger than the mutualistic systems they parasitize. Our study illuminates the macroevolutionary assembly of ant/plant symbioses, which has been highly dynamic, even in very specialized systems.",10.1098/rspb.2015.2200,['Protect from harm'],protect_from_ice,regulate_drag_turbulence,compete_within_between_species,0.8511341503469162,0.13790715030885908,0.12451595871410741,2,2,2
23,Penguin heat-retention structures evolved in a greenhouse Earth,"Penguins (Sphenisciformes) inhabit some of the most extreme environments on Earth. The 60+ Myr fossil record of penguins spans an interval that witnessed dramatic shifts in Cenozoic ocean temperatures and currents, indicating a long interplay between penguin evolution and environmental change. Perhaps the most celebrated example is the successful Late Cenozoic invasion of glacial environments by crown clade penguins. A major adaptation that allows penguins to forage in cold water is the humeral arterial plexus, a vascular counter-current heat exchanger (CCHE) that limits heat loss through the flipper. Fossil evidence reveals that the humeral plexus arose at least 49 Ma during a ‘Greenhouse Earth’ interval. The evolution of the CCHE is therefore unrelated to global cooling or development of polar ice sheets, but probably represents an adaptation to foraging in subsurface waters at temperate latitudes. As global climate cooled, the CCHE was key to invasion of thermally more demanding environments associated with Antarctic ice sheets.",10.1098/rsbl.2010.0993,['Protect from harm'],protect_from_fire,protect_from_temperature,no_match,0.263212708295584,0.19532125132798947,0.18305776388421713,2,2,2
